tweet,Polarity,Subjectivity,sentiment
the power of political teams  the power of that  r  or  d  next to a candidate s name  might explain things like why florida elected desantis but enfranchised felons  midterms    ,0.0,0.05,neutral
gillum should withdraw his concession  many florida votes still uncounted as of thursday    midterms    ,0.5,0.5,positive
breaking  photographer risks life capturing republicans rioting as dems take the house    electionresults      electionnight  q  qanon,0.0,0.0,neutral
don t hold your next convention in  tennessee  marchforourlives  gunsafety  midterms    ,0.0,0.0,neutral
were you able to vote in your states midterm elections   midterms    ,0.5,0.625,positive
a divided  congress following the  midterms     will not lead to a stronger check on the  trade powers being exercised by president donald  trump ,0.0,0.1,neutral
rep  adam schiff thinks this election needs to be a check on trump    follow  for everything you need to know about  midterms    ,0.0,0.0,neutral
in all four states with  marijuana initiatives  more people voted for the measures than supported democratic presidential candidate hillary  clinton in         midterms    ,0.5,0.5,positive
numbers here don t lie  the success of non incumbent democratic women candidates in house races  specifically challengers  was pivotal to flipping the chamber   womenrun      midterms    ,0.4,0.4,positive
we have flipped   senate seats       florida    indiana    missouri    north dakota    electionnight,0.0,0.0,neutral
ep      contesting congress dissent in  caucus  poverty laws in canada  and  midterms     results and implications   trumpwatch  democrats  republicans,0.0,0.0,neutral
 electionfraud    voterigging    votetampering    midterms     florida voter films broward county elect officials transferring ballots      via,0.8,0.9,positive
christopher manning   libertarian for u s  house in new mexico  district   got      in his three way race       libertarian  midterms    ,0.13636363636363635,0.45454545454545453,positive
 i had rather    make history than write it       susanbanthony  a list of firsts for women in  midterms                      masa  hrv,0.0,0.0,neutral
today is the day when democrats bring all of their old friends and family members out to vote  and i mean old       ivoted      electionday      electionnight  seesomethingsaysomething,-0.0375,0.3625,negative
formed after the      election  make america dinner again   is helping bridge the political divide   by inviting people with different views over for dinner   midterms  midterms    ,0.0,0.35,neutral
fyi  here s why  the taylor swift effect  is real   democrats got a groundbreaking     vote share  up      from       in the state of tn  democrats won the house of representatives  most importantly  the number of voters rose from   m in      to    m in          midterms    ,0.42500000000000004,0.6875,positive
   democrats allege republicans packed and cracked latino voters across the county to diminish their voting strength overall and ensure a gop majority     midterms      election      tx      txlege,0.0,0.0,neutral
goin   france thiz wkend   ask  putin why didn t he meddle n  midterms       help keep control of tha house,0.0,0.0,neutral
keep fighting    staceyabrams gagov  womeninpolitics  blackhistory  midterms      election    ,0.0,0.0,neutral
 it s not just about political power  it s about reconnecting to the power of  indigenouswomen  and to the respect of all feminine life sources  including a foundational reverence to our mother earth      nativevote    midterms    ,0.0,0.1,neutral
 these wins are profoundly personal for  nativeamericans  who were made citizens of this country only in       amp  weren t afforded the  right in some states to  vote until           midterms    ,0.1464285714285714,0.5089285714285714,positive
two  nativeamerican women are headed to congress  this is why it matters  centuries ago  colonists demoted  indigenouswomen from leadership roles  we ve been fighting to get them back ever since     midterms      votingrights,0.0,0.0,neutral
   in      amid a red wave  republicans picked up several dallas county seats just before the next round of redistricting     midterms      election      tx      txlege,-0.05,0.1,negative
cheryl chumley   now democrats are in a position to speak in congress without having to rely on their thuggish minions of the street     midterms      washtimesoped,0.0,0.0,neutral
do you believe your midterm vote was changed tampered with  vote below  comment with your state if you voted yes   thursdaythoughts  thursdaymotivation  fridaymotivation  fridayfeeiing  saturdaymorning  saturdaymotivation  midterms    ,0.0,0.0,neutral
remember when trump said maxine waters has  low iq   auntie maxine will become the new chairwomen of the house financial services committee  and she will subpoena trump s tax returns   he is screwed   electionday  electionnight,0.04545454545454545,0.2515151515151515,positive
abolish congress and the constitution  establish a theocratic monarchy with the theodosian and justinian codes as the basis for law   electionday  midterms    ,0.0,0.0,neutral
the midterms trigger a seismic shift in houston texas area courts democrats sweep all    judicial seats at play in the midterms  winners include a socialist and    black women running on criminal justice reform    justice  criminology  midterms    ,-0.2833333333333333,0.4916666666666667,negative
joining  at  pet to discuss  midterms     results and what s next for  gop  watch on,0.0,0.0,neutral
the biggest loser of  midterms      celebrity endorsements  beto luck next time   ,0.0,0.0,neutral
also let s talk about how a lot of people did have their votes taken away this election by technicalities and how that is an infringement of their rights in every sense  midterms    ,0.0,0.0,neutral
 the nra went hard after   dem senators this   midterms        nra spent      million attacking joe donnelly     nra spent          attacking phil bredesen   nra spent          attacking claire mccaskill,-0.14791666666666667,0.21041666666666664,negative
thread         s take on  midterms      big wins for low income people on  healthcare  minimumwage  criminal justice reforms  more ,0.07999999999999999,0.33,positive
 georgia poll worker caught illegally advising vote  democrat      midterms    ,-0.5,0.5,negative
tonight  dems will take about    house seats with a popular vote win of         in       republicans took    house seats with a popular vote win of         the difference  gerrymandering  remember this when pundits try to downplay what dems accomplished tonight     electionnight,0.6,0.62,positive
california voted for   more illegals more crime more drugs more abortions more homeless more regulations more expensive energy more taxes  amp  less jobs  let us see what crime and liberal craziness will come out of here as california slowly circles the drain to hell  midterms    ,0.27575757575757576,0.4696969696969697,positive
in the washington post  ed rogers writes that by most measures  republicans beat the odds of history and nearly everyone s expectations for the      midterms    midterms      qanon,0.3,0.45,positive
progressive ballot measures did better than dem candidates this tuesday  maybe it s representative government that s the problem  give people issues to vote on  not political teams   midterms      powertothepeople  tryrealdemocracy,0.25,0.3,positive
new mexico will become the first state to send a delegation made up of people of color to the house of representatives     and    nmpol  midterms        nm  ,0.19318181818181818,0.3939393939393939,positive
we need as many options as possible   same day registration  absentee ballots  early voting  online accessible vote by mail system  example  san francisco   paid time off to vote  cripthevote  midterms      electionday  gotv  beavoter  healthcarevoter,0.195,0.45999999999999996,positive
my ballot still has not been counted     election      midterms    ,0.0,0.0,neutral
 looking to        issues may not matter    with straight ticket voting and polarisation   voter turnout and base mobilisation will be the most influential factor   chevents  midtermselection      midterms    ,-0.03333333333333336,0.6333333333333333,negative
so how about that migrant caravan that consisted of terrorists that was a threat to the united states     haven t heard anything about this dangerous group since tuesday s election    coincidence huh     migrantcaravan  migrantinvasion  midterms    ,-0.6,0.9,negative
   here s what happened in          midterms      election      tx      txlege,0.0,0.0,neutral
don t let stan stanart   steal your vote  if you voted provisional  you have right to show id at any voter registration branch office in harris county  stanart s office is falsely telling voters they must drive downtown   txlege  votersuppresion  midterms    ,-0.05714285714285719,0.5678571428571428,negative
   here s what happened in          midterms      election      tx      txlege,0.0,0.0,neutral
   here s what happened in          midterms      election      tx      txlege,0.0,0.0,neutral
more than     women won elections to us congress for the first time ever   to be hopeful in bad times is not just foolishly romantic   says radical historian howard zinn   it gives us the energy to act   now this is some action    midterms    ,0.030000000000000034,0.42000000000000004,positive
 thetwowitnesses ask  matthewwhitaker  amp   realdonaldtrump isdis  fakenews   uh   midterms      thousandoaksshooting,0.0,0.0,neutral
 both sides are digging in    there are two americas living in a kind of parallel political existence     says historian simon schama on what this election tells us about the american voter   newsnight    midterms      ,0.15,0.25,positive
georgia gop candidate brian kemp was foiled by his own state s voter id law when he tried to vote   electionnight  midterms    ,0.6,1.0,positive
 martinlutherking s cousin blocked by  briankemp from casting a ballot in  georgia   despite voting in every election for    years   electionday  midterms      votersuppression,0.0,0.0,neutral
rubio sounds the alarm   browardcounty election officials trying to steal election   produce thousands of ballots    hrs after polls closed  voterfraud  rednationrising  maga  kag  midterms    ,-0.1,0.1,negative
 newpost  aag  mustread  electionnight  ga    midterms      midterms  money  donate  donations  gofundme  benshapiro  jimmykimmel  crowdfunding  monsterfunders  please help dan leonard who was forced to retire after over    years of serving our communities,-0.30000000000000004,0.2,negative
in your opinion who had the better  midterms       and republicans or  and the democrats   please vote and retweet to spread poll for a wider sampling from both sides thanks    resist  maga  electionday  voteblue  votered  wednesdaymotivation,0.35,0.35,positive
william mckinley is listening to  electionnight results in rapid city  south dakota ,0.0,0.0,neutral
deputy editor  analyzes the results from yesterday s midterms     trump now facing an adversary w  real power   the house will fire up the congressional oversight machinery   us is likely set for a long period of gridlock   midterms    ,0.05000000000000001,0.5666666666666668,positive
democrats now control the house of representatives  this gives them the power to launch subpoena powered investigations into trump s finances  russian interference  administration ethics scandals  amp  more  the days of one party rule are over   electionnight,0.25,0.25,positive
  on  midterms       overall i think that democrats had a great night  they had to win the house back and they did  anything else would have been an abysmal failure    specialreport,0.2566666666666667,0.29,positive
this is some severely fugged up ish happening in florida  got dammit   electionresults      electionnight  election,0.0,0.0,neutral
 i take heart in that people are standing up for the common good    said   read more on a catholic  social justice analysis of  midterms     from,0.18666666666666665,0.3533333333333334,positive
thanks ari for telling truth  trump couldn t stomach re  midterms     expected the take from  foxnews but  cnn is just foxlite  sure jeff zucker and buddy potus think they re fooling us with  fake outrage  thebeat  msnbc   trumpisnotabovethelaw,0.024999999999999994,0.6222222222222222,positive
progressives lost so bernie sanders calls their voters racists  tcot  p   midterms    ,0.0,0.0,neutral
democrats won  women s  vote for congress by the largest margin seen in midterm exit polls     midterms    ,0.0,0.0,neutral
why it s essential to vote  let s make it a habit       election  electionresults      midterms       good discussion going on at   ourlawyers forum   aldialive,0.35,0.45000000000000007,positive
some of people of texas and other states simply got played  willingly and ignorantly falling for the lies and fear   midterms    ,0.041666666666666664,0.49404761904761907,positive
brian kemp declares victory by      percent  but abrams claims there are still uncounted votes   gapol  midterms    ,0.0,0.0,neutral
every child brings love to this world    life  lifematters   everybodycounts   letthechildlive  savethehumans   prolife  maga   electionnight   wednesdaywisdom   midterms    ,0.5,0.6,positive
 votersupression by the gop in cities  towns  rural communities to stop people of color to vote in  midterms     election  what are they afraid of  if they re so confident in their values  why then are they working so hard to stop people of color from voting ,-0.09791666666666667,0.56875,negative
 the instant analysis is clear  democrats may have won the house  but trump won the election   president trump and his allies  have an appeal that the elites in new york and hollywood cannot dismiss or combat    midterms      qanon,0.0787878787878788,0.5015151515151515,positive
this footage has been sent to us   faulty voting machine automatically selects republican candidate  midterms    ,0.0,0.0,neutral
 trump pins down    republicans who  resisted his help and lost in        president  called out the republican  midtermelection     candidates who  rejected his help and lost their races       q  qanon  qanon      midterms    ,-0.15555555555555559,0.2888888888888889,negative
in  texas   loses the race for senate but still makes a mark    midterms    ,-0.3,0.1,negative
at amp t  verizon and sprint dm and rt for an iphone xs max each   sugarbabyneeded  sugarbaby   q  qanon chan  qanon sessions  yemen  ufcdenver  oann  pmlive  autumn  autumnleaves  floridaelection  jimacosta  chicagomarathon  veteransday  midterms    ,0.0,0.0,neutral
read this thread   midterms       broward   stillcounting   again   with its history of  strange things happening   can a bipartisan commission please supervise broward s ballot handling and count ,-0.05,0.15,negative
yes  georgia s governor election was rigged by republicans  amp  there is proof  via   midterms    ,0.0,0.0,neutral
yo add this dude on ig he s hilarious and post daily he s an upcoming rapper tryna make it out  rapper  follow  follow follow  freestyle  funny  producers  needbeats  lookingforstudio  electionnight  electionresults      demstakethehouse  pressconference  diwali   ig ,0.25,0.6666666666666666,positive
bring your family and friends along as you  votegop  this is for the soul of country     voteredtosaveamerica  walkawayfromdemocrats   voteantonio       midterms        cd  first     votered   pjnet,0.25,0.3333333333333333,positive
progressives go down on an otherwise good night for democrats  tcot  p   midterms    ,0.2722222222222222,0.44444444444444453,positive
rt if you need      in your bank account tonight  sugarbabywanted   sugarbabyneeded   sugardaddie   voiceknockouts  auspol  electionnight,0.0,0.0,neutral
democrat sharice davids has defeated republican kevin yoder in kansas   she is the first native american women to serve in congress and the first openly lgbt person to represent kansas  this is an important first   electionday  electionnight,0.19166666666666665,0.4166666666666667,positive
trust in american  diversity restored   congress elects   ilhan omar  mn  first muslim woman  jared polis  co  first openly gay man  sharice davids  first native american  also  she s openly gay  alexandria ocasio cortez  ny  the youngest woman  latin origin     midterms    ,0.22619047619047622,0.3095238095238095,positive
how the  midterms     altered the       redistricting landscape    nogerrymandering  fairmaps,0.0,0.0,neutral
breaking   member  is the projected winner the michigan   th general election    learn more about who she is  what she plans to do  and how we all need to join her to win our demands     electionnight,0.45,0.4666666666666666,positive
according to data from   research center      of    to    year olds voted in the midterms this year  representing a     increase from       this is the highest youth participation in the last     midterm elections  midterms    ,-0.05,0.08333333333333334,negative
breaking   is officially on her way to congress  making it two members of  in the u s  house   ny    electionnight,0.0,0.0,neutral
well the  midterms     are over  how many months till folks realize that  congress will be the same as it was last year  and the years before that and the decades before that  endless hyperbole of partisan party windbaggery doesn t change from party to party  let s all get drunk ,-0.025,0.4883333333333333,negative
first two muslim women in congress  youngest woman in congress  first black woman to win a congressional seat in massachusetts  first openly gay governor   america made a lot of history on  electionnight   ,0.3,0.40277777777777773,positive
the suburbs helped democrats win house control  while the gop held onto the senate with rural  trump voting states  here are    takeaways from  midterms     ,0.4,0.2,positive
   i m red  white  and blue  baby  and when i get to washington  i m going to make sure that we make sure we move this state forward  and we move this country forward  we re not going to let anybody stop us    midterms      tucker,0.2,0.37555555555555553,positive
the texas race is within the margin of error  i call on o rourke to ask for a recount just to be sure  especially given the voting machines were changing votes to cruz when they voted straight line democrat   electionnight  texas,0.2333333333333333,0.762962962962963,positive
 i ask people all the time  what do they actually stand for instead of just saying we re not trump  or against him  i mean  their rhetoric is all about identity politics and kind of empty platitudes     speaking w     midterms    ,-0.002500000000000008,0.47750000000000004,negative
congratulations  on her win in minnesota tonight   electionnight,0.8,0.4,positive
breaking   will be the next governor of michigan  who wants to repeal some anti worker laws   migov  electionnight,0.1,0.05,positive
which political party won last night    electionnight  electionday  retweet  poll  vote,0.0,0.08333333333333334,neutral
the most memorable  interview of our us  midterms     trip  a powerful story from jessica ortiz  recalling how she came to texas from el salvador aged just        behindthescenes,0.3,0.725,positive
kelly standley  libertarian for u s  house  district   in kansas got      in her three way race       libertarian  midterms    ,0.0,0.0,neutral
